document_id,file_name,document_type,scenario_type,language,source_system,responsible_owner,owner_email,data_source,file_created_date,last_modified_date,dataset_created_at,file_size_mb,full_text,contains_personal_data,PERSON_yes_no,EMAIL_ADDRESS_yes_no,PHONE_NUMBER_yes_no,LOCATION_yes_no,IBAN_CODE_yes_no,CREDIT_CARD_yes_no,PASSPORT_yes_no,NRP_yes_no,DATE_TIME_yes_no,IP_ADDRESS_yes_no,URL_yes_no,MEDICAL_LICENSE_yes_no,personal_data_categories,primary_pii_type,category_count,pii_count,difficulty,edge_case,challenge_category,retention_period_exceeded_3y,recommended_split,synthetic,synthetic_generator,generation_prompt_version,human_reviewed,review_status,review_notes,dataset_version,labeling_notes,entities,per_type_conf,detected_categories,strong_pii_categories,potential_pii_categories,detected_pii,detected_any_pii,has_person_hint,route,routing_reason,needs_llm_review,run_id,strategy,provider,model_family,model_name,prompt_version,prediction_source,predicted_pii,_ground_truth_bool,_prediction_bool,error_type,is_correct,evaluated_ground_truth_col,evaluated_prediction_col
SYN-CONTRACT-0005,synthetic_contract_0005.txt,contract,contract,en,synthetic_generation,,,synthetic,2026-08-28,2026-08-28,2026-08-28,0,"Contract

Parties: Richard Clements
Effective Date: 2025-06-25
Subject: Amendment to the existing agreement between Richard Clements and the other party, aimed at modifying certain clauses to better reflect the current operational requirements and responsibilities of each party.
Terms: The terms of this amendment include a revision of Section 4, which now states that Richard Clements shall receive a quarterly performance review, and adjustments to compensation will be made based on these evaluations. Additionally, Section 7 regarding deliverables will be updated to extend the timeline by an additional three months from the original deadline.
Contact: Service Team
Signature: Signature pending
Termination: This amendment shall remain in effect until either party provides a written notice of termination, which must be delivered at least thirty (30) days prior to the intended termination date. The rights and obligations of Richard Clements shall survive any termination of this agreement, as outlined in Section 9.
Payment Details: Standard corporate payment process",yes,yes,no,no,no,no,no,no,no,no,no,no,no,PERSON,PERSON,1,1,easy,no,none,no,validation,yes,openrouter_gpt4o_mini_field,field_llm_v1,no,,,v2,Synthetic document generated for controlled PII training data.,"[{'type': 'DATE_TIME', 'value': '2025-06-25', 'confidence': 0.95, 'source': 'presidio', 'start': 52, 'end': 62}, {'type': 'PERSON', 'value': 'Richard Clements\nEffective', 'confidence': 0.85, 'source': 'presidio', 'start': 19, 'end': 45}, {'type': 'PERSON', 'value': 'Richard Clements', 'confidence': 0.85, 'source': 'presidio', 'start': 116, 'end': 132}, {'type': 'PERSON', 'value': 'Richard Clements', 'confidence': 0.85, 'source': 'presidio', 'start': 370, 'end': 386}, {'type': 'DATE_TIME', 'value': 'quarterly', 'confidence': 0.85, 'source': 'presidio', 'start': 403, 'end': 412}, {'type': 'DATE_TIME', 'value': '30) days', 'confidence': 0.85, 'source': 'presidio', 'start': 854, 'end': 862}, {'type': 'PERSON', 'value': 'Richard Clements', 'confidence': 0.85, 'source': 'presidio', 'start': 933, 'end': 949}]","{'DATE_TIME': 0.95, 'PERSON': 0.85}","['DATE_TIME', 'PERSON']",[],"['DATE_TIME', 'PERSON']",False,True,True,low_cost_llm,potential_pii_evidence,True,20260909_124319,rule_based,local,rules,regex_presidio_fusion_v1,not_applicable,rules,False,True,False,false_negative,False,contains_personal_data,predicted_pii
SYN-CONTRACT-0014,synthetic_contract_0014.txt,contract,contract,de,synthetic_generation,,,synthetic,2026-08-28,2026-08-28,2026-08-28,0,"Vertrag

Vertragsparteien: Dienstleister und Kundenorganisation
Gültig ab: 2027-05-30
Betreff: Änderung des ursprünglichen Vertrages zwischen dem Dienstleister und der Kundenorganisation bezüglich der erbrachten Dienstleistungen und der Zahlungsmodalitäten.
Bedingungen: Die Parteien vereinbaren, dass ab dem 30. Mai 2027 die Zahlungsbedingungen geändert werden. Der Dienstleister erhält nun eine monatliche Abrechnung, die innerhalb von 30 Tagen nach Erhalt der Rechnung zu begleichen ist. Weiterhin wird die Qualität der Dienstleistungen regelmäßig überprüft und die Effizienz der Zusammenarbeit evaluiert.
Kontakt: Zentrale Kontaktstelle
Unterschrift: Ottilie Werner
Kündigung: Diese Vereinbarung kann von beiden Parteien mit einer Frist von 90 Tagen schriftlich gekündigt werden. Im Falle einer Kündigung ist der Dienstleister verpflichtet, alle laufenden Projekte ordnungsgemäß abzuschließen und alle relevanten Informationen an die Kundenorganisation zu übergeben. Die Unterschrift von Ottilie Werner bestätigt diese Änderungen.
Zahlungsdaten: Standardmäßiger geschäftlicher Zahlungsprozess",yes,yes,no,no,no,no,no,no,no,no,no,no,no,PERSON,PERSON,1,1,easy,no,none,no,train,yes,openrouter_gpt4o_mini_field,field_llm_v1,no,,,v2,Synthetic document generated for controlled PII training data.,"[{'type': 'PERSON', 'value': 'Ottilie Werner', 'confidence': 0.85, 'source': 'presidio', 'start': 655, 'end': 669}, {'type': 'PERSON', 'value': 'Ottilie Werner', 'confidence': 0.85, 'source': 'presidio', 'start': 992, 'end': 1006}]",{'PERSON': 0.85},['PERSON'],[],['PERSON'],False,True,True,low_cost_llm,potential_pii_evidence,True,20260909_124319,rule_based,local,rules,regex_presidio_fusion_v1,not_applicable,rules,False,True,False,false_negative,False,contains_personal_data,predicted_pii
SYN-CONTRACT-0036,synthetic_contract_0036.txt,contract,contract,en,synthetic_generation,,,synthetic,2026-08-28,2026-08-28,2026-08-28,0,"Contract

Parties: Contracting Organizations
Effective Date: 2025-04-21
Subject: This contract governs the terms of collaboration between the parties for the provision of services as outlined herein.
Terms: The parties agree to adhere to the payment details on file and complete deliverables by the specified deadlines. All services will be performed in accordance with industry standards and best practices.
Contact: Central Contact Point
Signature: Heather Adams
Termination: This agreement may be terminated by either party upon thirty (30) days written notice to the other party. Upon termination, all obligations shall cease, except for payment obligations incurred prior to the termination date of 2025-04-21.
Payment Details: Payment terms on file",yes,yes,no,no,no,no,no,no,no,yes,no,no,no,PERSON; DATE_TIME,MULTIPLE,2,2,easy,no,none,no,test,yes,openrouter_gpt4o_mini_field,field_llm_v1,no,,,v2,Synthetic document generated for controlled PII training data.,"[{'type': 'PERSON', 'value': 'Heather Adams\nTermination', 'confidence': 0.85, 'source': 'presidio', 'start': 451, 'end': 476}, {'type': 'DATE_TIME', 'value': '30) days', 'confidence': 0.85, 'source': 'presidio', 'start': 540, 'end': 548}]","{'PERSON': 0.85, 'DATE_TIME': 0.85}","['DATE_TIME', 'PERSON']",[],"['PERSON', 'DATE_TIME']",False,True,True,low_cost_llm,potential_pii_evidence,True,20260909_124319,rule_based,local,rules,regex_presidio_fusion_v1,not_applicable,rules,False,True,False,false_negative,False,contains_personal_data,predicted_pii
SYN-CONTRACT-0041,synthetic_contract_0041.txt,contract,contract,de,synthetic_generation,,,synthetic,2026-08-28,2026-08-28,2026-08-28,0,"Vertrag

Vertragsparteien: Denis Kitzmann-Kuhl
Gültig ab: 2025-10-24
Betreff: Änderung des bestehenden Vertrags zwischen Denis Kitzmann-Kuhl und der Zentrale Kontaktstelle bezüglich der Zahlungsmodalitäten.
Bedingungen: Die Zahlungsbedingungen werden ab dem 24. Oktober 2025 angepasst. Die neuen Zahlungsfristen sind innerhalb von 30 Tagen nach Rechnungserhalt zu begleichen. Diese Änderung tritt mit Wirkung zum 24. Oktober 2025 in Kraft und ersetzt alle vorherigen Vereinbarungen zu den Zahlungsbedingungen.
Kontakt: Zentrale Kontaktstelle
Unterschrift: Autorisierte Unterschrift
Kündigung: Der Vertrag kann von beiden Parteien mit einer Frist von 30 Tagen schriftlich gekündigt werden. Bei Nichterfüllung der neuen Zahlungsbedingungen kann der Vertrag fristlos gekündigt werden.
Zahlungsdaten: Zahlungsbedingungen hinterlegt",yes,yes,no,no,no,no,no,no,no,yes,no,no,no,PERSON; DATE_TIME,MULTIPLE,2,2,easy,no,none,no,train,yes,openrouter_gpt4o_mini_field,field_llm_v1,no,,,v2,Synthetic document generated for controlled PII training data.,"[{'type': 'PERSON', 'value': 'Denis Kitzmann-Kuhl', 'confidence': 0.85, 'source': 'presidio', 'start': 27, 'end': 46}, {'type': 'PERSON', 'value': 'Denis Kitzmann-Kuhl', 'confidence': 0.85, 'source': 'presidio', 'start': 121, 'end': 140}, {'type': 'DATE_TIME', 'value': '2025-10-24', 'confidence': 0.6, 'source': 'presidio', 'start': 58, 'end': 68}]","{'PERSON': 0.85, 'DATE_TIME': 0.6}","['DATE_TIME', 'PERSON']",[],"['PERSON', 'DATE_TIME']",False,True,True,low_cost_llm,potential_pii_evidence,True,20260909_124319,rule_based,local,rules,regex_presidio_fusion_v1,not_applicable,rules,False,True,False,false_negative,False,contains_personal_data,predicted_pii
SYN-CONTRACT-0042,synthetic_contract_0042.txt,contract,contract,de,synthetic_generation,,,synthetic,2026-08-28,2026-08-28,2026-08-28,0,"Vertrag

Vertragsparteien: Georgios Zahn
Gültig ab: 2026-06-09
Betreff: Der Vertrag regelt die Lieferung und Abnahme von Waren zwischen den Parteien, insbesondere der Produkte von Georgios Zahn.
Bedingungen: Die Zahlung erfolgt gemäß den vereinbarten Zahlungsbedingungen und innerhalb der festgelegten Fristen. Beide Parteien verpflichten sich, alle relevanten gesetzlichen Bestimmungen einzuhalten.
Kontakt: Abteilungskontakt
Unterschrift: Autorisierte Unterschrift
Kündigung: Der Vertrag kann von jeder Partei mit einer Frist von 30 Tagen schriftlich gekündigt werden, sofern keine wesentlichen Vertragsverletzungen vorliegen.
Zahlungsdaten: Standardmäßiger geschäftlicher Zahlungsprozess",yes,yes,no,no,no,no,no,no,no,no,no,no,no,PERSON,PERSON,1,1,easy,no,none,no,train,yes,openrouter_gpt4o_mini_field,field_llm_v1,no,,,v2,Synthetic document generated for controlled PII training data.,"[{'type': 'PERSON', 'value': 'Georgios Zahn', 'confidence': 0.85, 'source': 'presidio', 'start': 27, 'end': 40}, {'type': 'PERSON', 'value': 'Georgios Zahn', 'confidence': 0.85, 'source': 'presidio', 'start': 180, 'end': 193}, {'type': 'DATE_TIME', 'value': '2026-06-09', 'confidence': 0.6, 'source': 'presidio', 'start': 52, 'end': 62}]","{'PERSON': 0.85, 'DATE_TIME': 0.6}","['DATE_TIME', 'PERSON']",[],"['PERSON', 'DATE_TIME']",False,True,True,low_cost_llm,potential_pii_evidence,True,20260909_124319,rule_based,local,rules,regex_presidio_fusion_v1,not_applicable,rules,False,True,False,false_negative,False,contains_personal_data,predicted_pii
SYN-CONTRACT-0051,synthetic_contract_0051.txt,contract,contract,de,synthetic_generation,,,synthetic,2026-08-28,2026-08-28,2026-08-28,0,"Vertrag

Vertragsparteien: Univ.Prof. Christiane Aumann MBA.
Gültig ab: 2026-06-18
Betreff: Gegenstand dieses Vertrags ist die Bereitstellung von Bildungsdienstleistungen durch Univ.Prof. Christiane Aumann MBA.
Bedingungen: Die Vertragsbedingungen umfassen die Vereinbarung über die Durchführung von Seminaren und Vorlesungen, die von Univ.Prof. Christiane Aumann MBA. angeboten werden. Die Vergütung wird gemäß den Zahlungsbedingungen hinterlegt geregelt. Die Parteien verpflichten sich, die vereinbarten Leistungen fristgerecht zu erbringen.
Kontakt: Serviceteam
Unterschrift: Autorisierte Unterschrift
Kündigung: Der Vertrag kann von beiden Parteien mit einer Frist von drei Monaten zum Ende eines Kalenderjahres schriftlich gekündigt werden. Bei schwerwiegenden Vertragsverletzungen ist eine fristlose Kündigung möglich.
Zahlungsdaten: Zahlungsbedingungen hinterlegt",yes,yes,no,no,no,no,no,no,no,no,no,no,no,PERSON,PERSON,1,1,easy,no,none,no,train,yes,openrouter_gpt4o_mini_field,field_llm_v1,no,,,v2,Synthetic document generated for controlled PII training data.,"[{'type': 'PERSON', 'value': 'Christiane Aumann', 'confidence': 0.85, 'source': 'presidio', 'start': 38, 'end': 55}, {'type': 'PERSON', 'value': 'Christiane Aumann', 'confidence': 0.85, 'source': 'presidio', 'start': 188, 'end': 205}, {'type': 'PERSON', 'value': 'Christiane Aumann', 'confidence': 0.85, 'source': 'presidio', 'start': 346, 'end': 363}, {'type': 'DATE_TIME', 'value': '2026-06-18', 'confidence': 0.6, 'source': 'presidio', 'start': 72, 'end': 82}, {'type': 'URL', 'value': 'Univ.Pro', 'confidence': 0.5, 'source': 'presidio', 'start': 27, 'end': 35}, {'type': 'URL', 'value': 'Univ.Pro', 'confidence': 0.5, 'source': 'presidio', 'start': 177, 'end': 185}, {'type': 'URL', 'value': 'Univ.Pro', 'confidence': 0.5, 'source': 'presidio', 'start': 335, 'end': 343}]","{'PERSON': 0.85, 'DATE_TIME': 0.6, 'URL': 0.5}","['DATE_TIME', 'PERSON', 'URL']",[],"['PERSON', 'DATE_TIME', 'URL']",False,True,True,low_cost_llm,potential_pii_evidence,True,20260909_124319,rule_based,local,rules,regex_presidio_fusion_v1,not_applicable,rules,False,True,False,false_negative,False,contains_personal_data,predicted_pii
SYN-CONTRACT-0052,synthetic_contract_0052.txt,contract,contract,de,synthetic_generation,,,synthetic,2026-08-28,2026-08-28,2026-08-28,0,"Vertrag

Vertragsparteien: Luzia Reising; Jobst-Gorlitz-Platz 3/8, 12955 Lüdenscheid
Gültig ab: 2025-03-06
Betreff: Dieser Vertrag regelt die Bedingungen der Zusammenarbeit zwischen Luzia Reising und den vereinbarten Leistungen.
Bedingungen: Die Vertragsdauer beginnt am 2025-03-06 und endet mit der Erfüllung der vereinbarten Verpflichtungen. Die Zahlungsbedingungen sind in den Zahlungsbedingungen hinterlegt.
Kontakt: Abteilungskontakt
Unterschrift: Unterschrift ausstehend
Kündigung: Eine vorzeitige Kündigung ist beiden Parteien unter Einhaltung einer Frist von 30 Tagen schriftlich möglich.
Zahlungsdaten: Zahlungsbedingungen hinterlegt",yes,yes,no,no,yes,no,no,no,no,no,no,no,no,PERSON; LOCATION,MULTIPLE,2,2,easy,no,none,no,validation,yes,openrouter_gpt4o_mini_field,field_llm_v1,no,,,v2,Synthetic document generated for controlled PII training data.,"[{'type': 'PERSON', 'value': 'Luzia Reising', 'confidence': 0.85, 'source': 'presidio', 'start': 27, 'end': 40}, {'type': 'LOCATION', 'value': 'Jobst-Gorlitz-Platz', 'confidence': 0.85, 'source': 'presidio', 'start': 42, 'end': 61}, {'type': 'LOCATION', 'value': 'Lüdenscheid', 'confidence': 0.85, 'source': 'presidio', 'start': 73, 'end': 84}, {'type': 'PERSON', 'value': 'Luzia Reising', 'confidence': 0.85, 'source': 'presidio', 'start': 182, 'end': 195}, {'type': 'DATE_TIME', 'value': '2025-03-06', 'confidence': 0.6, 'source': 'presidio', 'start': 96, 'end': 106}, {'type': 'DATE_TIME', 'value': '2025-03-06', 'confidence': 0.6, 'source': 'presidio', 'start': 271, 'end': 281}]","{'PERSON': 0.85, 'LOCATION': 0.85, 'DATE_TIME': 0.6}","['DATE_TIME', 'LOCATION', 'PERSON']",[],"['PERSON', 'LOCATION', 'DATE_TIME']",False,True,True,low_cost_llm,potential_pii_evidence,True,20260909_124319,rule_based,local,rules,regex_presidio_fusion_v1,not_applicable,rules,False,True,False,false_negative,False,contains_personal_data,predicted_pii
SYN-CONTRACT-0068,synthetic_contract_0068.txt,contract,contract,en,synthetic_generation,,,synthetic,2026-08-28,2026-08-28,2026-08-28,0,"Contract

Parties: Service Provider and Client Organization
Effective Date: 2025-01-20
Subject: This contract outlines the agreement between the Service Provider and Client Organization regarding the provision of services as detailed herein.
Terms: 2026-05-30
Contact: Central Contact Point
Signature: Laura Matthews
Termination: This agreement may be terminated by either party upon providing thirty (30) days written notice. Termination shall not affect any prior obligations or liabilities incurred before the termination date.
Payment Details: Payment terms on file",yes,yes,no,no,no,no,no,no,no,yes,no,no,no,PERSON; DATE_TIME,MULTIPLE,2,2,easy,no,none,no,train,yes,openrouter_gpt4o_mini_field,field_llm_v1,no,,,v2,Synthetic document generated for controlled PII training data.,"[{'type': 'DATE_TIME', 'value': '2026-05-30', 'confidence': 0.85, 'source': 'presidio', 'start': 249, 'end': 259}, {'type': 'PERSON', 'value': 'Laura Matthews', 'confidence': 0.85, 'source': 'presidio', 'start': 302, 'end': 316}, {'type': 'DATE_TIME', 'value': '30) days', 'confidence': 0.85, 'source': 'presidio', 'start': 402, 'end': 410}]","{'DATE_TIME': 0.85, 'PERSON': 0.85}","['DATE_TIME', 'PERSON']",[],"['DATE_TIME', 'PERSON']",False,True,True,low_cost_llm,potential_pii_evidence,True,20260909_124319,rule_based,local,rules,regex_presidio_fusion_v1,not_applicable,rules,False,True,False,false_negative,False,contains_personal_data,predicted_pii
SYN-CONTRACT-0069,synthetic_contract_0069.txt,contract,contract,en,synthetic_generation,,,synthetic,2026-08-28,2026-08-28,2026-08-28,0,"Contract

Parties: Jeffrey Hampton
Effective Date: 2026-07-10
Subject: This contract governs the terms of engagement between Jeffrey Hampton and the selected service provider.
Terms: The effective date of this agreement is 2026-07-10, and all services shall be rendered in accordance with the payment terms on file.
Contact: Service Team
Signature: Signature pending
Termination: This contract may be terminated by either party with written notice under circumstances outlined herein.
Payment Details: Payment terms on file",yes,yes,no,no,no,no,no,no,no,yes,no,no,no,PERSON; DATE_TIME,MULTIPLE,2,2,easy,no,none,no,validation,yes,openrouter_gpt4o_mini_field,field_llm_v1,no,,,v2,Synthetic document generated for controlled PII training data.,"[{'type': 'DATE_TIME', 'value': '2026-07-10', 'confidence': 0.95, 'source': 'presidio', 'start': 51, 'end': 61}, {'type': 'DATE_TIME', 'value': '2026-07-10', 'confidence': 0.95, 'source': 'presidio', 'start': 223, 'end': 233}, {'type': 'PERSON', 'value': 'Jeffrey Hampton', 'confidence': 0.85, 'source': 'presidio', 'start': 19, 'end': 34}, {'type': 'PERSON', 'value': 'Jeffrey Hampton', 'confidence': 0.85, 'source': 'presidio', 'start': 125, 'end': 140}]","{'DATE_TIME': 0.95, 'PERSON': 0.85}","['DATE_TIME', 'PERSON']",[],"['DATE_TIME', 'PERSON']",False,True,True,low_cost_llm,potential_pii_evidence,True,20260909_124319,rule_based,local,rules,regex_presidio_fusion_v1,not_applicable,rules,False,True,False,false_negative,False,contains_personal_data,predicted_pii
SYN-CONTRACT-0072,synthetic_contract_0072.txt,contract,contract,de,synthetic_generation,,,synthetic,2026-08-28,2026-08-28,2026-08-28,0,"Vertrag

Vertragsparteien: Hillerstr. 12/42, 89972 Gotha
Gültig ab: 2026-02-02
Betreff: Vertrag über die Erbringung von Dienstleistungen zwischen Erhardt Bauer und dem Auftraggeber, Hillerstr. 12/42, 89972 Gotha.
Bedingungen: Die Vertragsparteien vereinbaren die Erbringung von Dienstleistungen gemäß den festgelegten Spezifikationen und Zeitrahmen. Die Zahlung erfolgt gemäß den hinterlegten Zahlungsbedingungen.
Kontakt: Erhardt Bauer
Unterschrift: Unterschrift ausstehend
Kündigung: Der Vertrag kann von jeder Partei mit einer Frist von 30 Tagen schriftlich gekündigt werden. Bei schwerwiegenden Vertragsverletzungen ist eine fristlose Kündigung möglich.
Zahlungsdaten: Zahlungsbedingungen hinterlegt",yes,yes,no,no,yes,no,no,no,no,no,no,no,no,PERSON; LOCATION,MULTIPLE,2,2,easy,no,none,no,test,yes,openrouter_gpt4o_mini_field,field_llm_v1,no,,,v2,Synthetic document generated for controlled PII training data.,"[{'type': 'LOCATION', 'value': 'Gotha', 'confidence': 0.85, 'source': 'presidio', 'start': 51, 'end': 56}, {'type': 'PERSON', 'value': 'Erhardt Bauer', 'confidence': 0.85, 'source': 'presidio', 'start': 146, 'end': 159}, {'type': 'LOCATION', 'value': 'Gotha', 'confidence': 0.85, 'source': 'presidio', 'start': 206, 'end': 211}, {'type': 'PERSON', 'value': 'Erhardt Bauer', 'confidence': 0.85, 'source': 'presidio', 'start': 423, 'end': 436}, {'type': 'DATE_TIME', 'value': '2026-02-02', 'confidence': 0.6, 'source': 'presidio', 'start': 68, 'end': 78}]","{'LOCATION': 0.85, 'PERSON': 0.85, 'DATE_TIME': 0.6}","['DATE_TIME', 'LOCATION', 'PERSON']",[],"['LOCATION', 'PERSON', 'DATE_TIME']",False,True,True,low_cost_llm,potential_pii_evidence,True,20260909_124319,rule_based,local,rules,regex_presidio_fusion_v1,not_applicable,rules,False,True,False,false_negative,False,contains_personal_data,predicted_pii
